course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
EN-4693,Honors Contract in Engineering,3,"",None,Upon Sufficient Request,Main Campus,1,0
ENT-4993,Innovation Launch Lab,3,"A capstone course in which students take business ideas, develop prototypes, and design experiments for the next phase of validation. An additional fee may be associated with this course.",Senior standing - Must be completed prior to taking this course.,"Fall Semester, Each Year",Main Campus,0,0
FAM-3653,Social Plcy for Families/Child,3,"An understanding of the impact legal and policy issues have on families. Policy issues covered include Family and the Law (relating to marriage, divorce, adoption, and child protection and rights.), Family and Social Services, Family and Education, Family and the Economy, and Public Policy and the Family. Additionally, a biblical presentation of social justice is presented. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",Sophomore standing - Must be completed prior to taking this course.,"Main Campus, Fall and Spring, Each Year",Main Campus,0,1
FIN-3003,Principles of Finance,3,"This course presents the basic concepts and tools of contemporary finance including the role of managerial finance, the financial market environment, financial statements and ratio analysis, cash flow and financial planning, the time value of money, interest rates, bond and stock valuation, and risk and return. Emphasis is placed on practical financial problem solving using financial formulas, a calculator, and Excel.",ATG 2173 - Must be completed prior to taking this course.,"Main Campus, Fall and Spring, Each Year, Online, Spring B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,0
HST-2153,Twentieth Century Wrld History,3,"A study of major political, economic, and military trends of the twentieth century. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Fall A, Spring A, Each Year","Online, Norfolk Christian School",0,1
HST-3393,Poverty & Welfare in Amer Hist,3,A study of poverty and welfare in American history from the colonial period to the present. Particular attention is paid to the theology of poverty in the American context. Meets the Arts and Humanities requirement of the Core Curriculum.,None,"Spring Semester, Even Year",Main Campus,0,1
HST-3443,The Modern Middle East,3,"An examination of the political and social environment of the Middle East from the beginning of the nineteenth century to the present. Topics that will be discussed include European colonization, the Ottoman Empire, Arab nationalism, the Arab-Israeli Conflict, the rise of the Islamist movement, and the U.S. involvement in the Gulf War. Meets the Intercultural Engagement requirement or the Arts and Humanities requirement of the Core Curriculum (cannot meet both core requirements).",None,"Spring Semester, Odd Year","Main Campus, Off-Campus",0,1
HST-3453,African Civilizations,3,"A study of the development of African civilizations from early history to modern times. Attention is given to Africa in the global context. Areas of inquiry include Islam in Africa, sub-Saharan societies, African kingdoms, the slave trade, colonial ideology and rule, independence movements and African nationalism, post-colonial culture and politics, inter-and intra-state conflict, and contemporary issues in Africa. Meets the Intercultural Engagement requirement or the Arts and Humanities requirement of the Core Curriculum (cannot meet both core requirements).",None,"Fall Semester, Even Year","Main Campus, Off-Campus",0,1
ICS-2113,Intercultural Communication,3,"A study of the process of interpersonal communication in one's own culture and the principles of effective communication within another cultural context. Attention is given to values, ethnocentricity, nonverbal communication, and change. Meets the Intercultural Engagement requirement of the Core Curriculum.",None,"Lakeside Manor, Fall, Spring, and Summer, Each Year, Main Campus, Fall and Spring, Each Year, Online, Fall B, Summer B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Lakeside Manor, Off-Campus",0,1
ICS-2123,Cultural Anthropology,3,"The study of culture, language, economics, kinship, marriage, gender, social control, social stratification, religion, art, and cultural change from an applied anthropological perspective using case studies. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Fall Semester, Each Year","Main Campus, Off-Campus",0,1
ICS-2193,Hon: Intercultural Com,3,"A study of the process of interpersonal communication in one's own culture and the principles of effective communication within another cultural context. Attention is given to values, ethnocentricity, nonverbal communication and change. Meets the Intercultural Engagement requirement of the Core Curriculum.",None,"Spring Semester, Even Year","Main Campus, Lakeside Manor",1,1
ICS-3133,Qualitative Research Methods,3,"A study of the design and methods of the Qualitative Research paradigm, to include phenomenology, ethnography, grounded theory, narrative inquiry and case study, as well as the fieldwork methods of participant-observation, interviewing and archival research. Students will design their own original research project.",None,"Spring Semester, Each Year","Main Campus, Off-Campus",0,0
ICS-3163,Geo-Cultural Studies,3,"Researching the history, geography, social structure, religious, and economic environments of specific countries to be visited by student teams.",None,Upon Sufficient Request,"Main Campus, Off-Campus",0,0
ICS-3171,Selected Topics,1,Investigation of subjects of specific interest and importance to the student preparing for specialized intercultural service. May be repeated for credit when content differs.,None,Upon Sufficient Request,"Main Campus, Off-Campus",0,0
ICS-3172,Selected Topics,2,Investigation of subjects of specific interest and importance to the student preparing for specialized intercultural service. May be repeated for credit when content differs.,None,Upon Sufficient Request,"Main Campus, Off-Campus",0,0
ICS-3173,Selected Topics,3,Investigation of subjects of specific interest and importance to the student preparing for specialized intercultural service. May be repeated for credit when content differs.,None,Upon Sufficient Request,"Main Campus, Off-Campus, Lakeside Manor",0,0
ICS-3243,Community Development,3,"An introduction to the basic principles and strategies of community development. Students learn how to facilitate community development in impoverished areas in such a way that faith and appropriate technology are joined together to reduce human drudgery, to alleviate poverty, and to contribute to a deeper understanding and effective application of spiritual truths. Emphasis is placed upon the developer's role as a facilitator of social change, the skills needed for facilitating social change, and an understanding of how communities adopt new ideas.",None,"Fall Semester, Even Year","Main Campus, Off-Campus, Lakeside Manor",0,0
ICS-3263,Thry/Prac Appropriate Tech I,3,"Appropriate Technology (AT) is a study of applying technologies relevant to the context or environment in which they will be used. Emphasis is placed on applying technologies of housing and construction, energy, food production, land management, manufacturing, and health and sanitation to community development projects.",None,"Off-Campus, Summer, Each Year",Off-Campus,0,0
ICS-3283,Thry/Prac Appropriate Tch II,3,"Appropriate Technology (AT) is a study of applying technologies relevant to the context or environment in which they will be used. Emphasis is placed on applying technologies of housing and construction, energy, food production, land management, manufacturing, and health and sanitation to community development projects.",ICS 3263 - Must be completed prior to taking this course.,"Off-Campus, Summer, Each Year",Off-Campus,0,0
ICS-4120,Intercultural Internship,0,"An intercultural experience in which the student works with an approved mentor selected with the vocational objectives of the student in mind. A minimum of 135 hours of practical service is required. Written assignments are required, including a personal philosophy of intercultural service. Limited to Intercultural Studies majors.",Must be Intercultural Studies major - Must be completed prior to taking this course.,"Fall and Spring, Each Year","Main Campus, Off-Campus",0,0
ICS-4123,Intercultural Internship,3,"A supervised intercultural experience in which the student works in a company, non-profit, or other organization with the vocational objectives of the student in mind. A minimum of 150 hours of practical service is required. A written assignment is required.",Must be Intercultural Studies major - Must be completed prior to taking this course.,"Fall and Spring, Each Year","Main Campus, Off-Campus",0,0
ICS-4133,Intercultural Ldrshp Skills,3,"A practical examination of the process of developing and maintaining effective intercultural relationships. Leadership skills, intercultural team dynamics and conflict resolution, and the servant model of leadership are considered.",None,"Fall Semester, Odd Year","Main Campus, Off-Campus",0,0
ICS-4220,Intercultural Field Experience,0,"A supervised immersive experience in a culture involving home stays, field research, participant-observation, and interviews. A minimum of 150 hours of immersion is required. Often completed during a semester study abroad.",None,"Fall and Spring, Each Year","Main Campus, Off-Campus",0,0
ICS-4223,Intercultural Field Experience,3,"A supervised immersive experience in a culture involving home stays, field research, participant-observation, and interviews. A minimum of 150 hours of immersion is required. Often completed during a semester study abroad.",None,"Fall and Spring, Each Year","Main Campus, Off-Campus",0,0
ICS-4243,Senior Seminar,3,"A senior seminar in which students prepare to transition into the workforce and/or graduate studies. Students will learn to discern vocational direction, prepare professional documents such as resumes and portfolio's, interviewing, develop skills and knowledge to manage life after college, explore family dynamics associated with choosing one's first job, and prepare strategies to continue personal and professional growth in the future. Same as OLM 4243.","Junior standing, and ICS or OLM majors only - Must be completed prior to taking this course.","Fall Semester, Each Year",Main Campus,0,0
ICS-4693,Hon Con: Intercultural Fam Sem,3,"",None,"","Main Campus, Lakeside Manor, Off-Campus",1,0
INT-3173,International Finance,3,Study of methods and processes of financial management for multinational organizations.,ATG 2183 and either ECN 2003 or ECN 2113 - Must be completed prior to taking this course.,"Fall Semester, Each Year",Main Campus,0,0
INT-3273,Cross Culture Bus Intelligence,3,"This course explores the challenges of communication and culture in a diverse workforce and the complexities of managing in countries with different religions, traditions, and value systems. The course focuses on the ability of managers to lead, motivate, communicate, and negotiate with individuals from different cultures. Students will study cultural differences regarding work and time, wealth and success, gender and the family, religion and language. This course will help participants achieve their business goals by improving their international business communication and cultural sensitivity skills. A focus on oral presentation skills and excellent written communication will be maintained throughout the entirety of the course.",None,"Spring Semester, Even Year",Main Campus,0,0
INT-4103,Global Env of Business,3,This course will provide an overview of the relationship between multinational enterprises and the environment in which they compete. Emphasis will be placed on understanding cultural contexts and informal and formal institutions which shape the global environment. Meets the Intercultural Engagement requirement of the Core Curriculum.,None,"Lakeside Manor, Fall Semester, Each Year, Main Campus, Fall and Spring, Each Year, Online, Fall B, Spring B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus, Lakeside Manor",0,1
INT-4153,Glbl Logistic Supply Chain Mgt,3,"This course explores the complexities of managing logistics and supply chains in a global context. Topics include transport and logistics, inventory management, and procurement.",BUS 2193 - Must be completed prior to taking this course.,"Spring Semester, Even Year","Main Campus, Off-Campus",0,0
INT-4163,Global Strategy,3,"This course is a simulation of real-world international marketing and management situations. Students will learn how to navigate working with teams in different cultures, create global marketing strategies for companies, and lead international teams. This hands-on course will incorporate standardized global principles with real-world case studies. Upon finishing the class, students will have a broader understanding of what it means to think with a geocentric mindset.",None,"Spring Semester, Odd Year","Main Campus, Off-Campus",0,0
LS-1113,Elementary Spanish I,3,"Basic skills of listening, reading, speaking, and writing the language, with special emphasis on verbal and aural comprehension. An overview of the diverse cultures of the Spanish-speaking world is given. Students will be introduced to Hispanic civilization and culture in order that they gain a cultural awareness of the Hispanic way of life. These objectives will be achieved through the study of basic grammatical structures and vocabulary, participation in oral/aural activities, and exploration of some important aspects of Hispanic culture through readings and videos.",None,"Fall Semester, Each Year","Main Campus, Off-Campus, Prestonwood Christian Academy",0,0
LS-1123,Elementary Spanish II,3,"Basic skills of listening, reading, speaking, and writing the language, with special emphasis on verbal and aural comprehension. An overview of the diverse cultures of the Spanish-speaking world is given. Students will be introduced to Hispanic civilization and culture in order that they gain a cultural awareness of the Hispanic way of life. These objectives will be achieved through the study of basic grammatical structures and vocabulary, participation in oral/aural activities, and exploration of some important aspects of Hispanic culture through readings and videos.",LS 1113 - Must be completed prior to taking this course.,"Spring Semester, Each Year","Main Campus, Off-Campus, Prestonwood Christian Academy",0,0
LS-2113,Intermediate Spanish I,3,"Advancing study of the language skills of listening, reading, speaking, and writing. LS 2113 and LS 2123 continue development of the four basic language skills along with control of vocabulary and language structures which enable the student to perform these skills accurately and effectively. While beginning classes place more emphasis on receptive skills (understanding what you hear and read), intermediate Spanish places increased emphasis on the productive skills of written and spoken expression. On-going emphasis on the cultural context of language will also expand the students' knowledge of Hispanic culture.",None,"Fall Semester, Each Year","Main Campus, Off-Campus, Christian High School, Cypress Community Christian Sc, Legacy Christian Academy, Westminster Christian School, Atlantic Shores Christian Scho, Union Christian Academy, Life Way Christian School, Prestonwood Christian Academy",0,0
LS-2123,Intermediate Spanish II,3,"Advancing study of the language skills of listening, reading, speaking, and writing. LS 2113 and LS 2123 continue development of the four basic language skills along with control of vocabulary and language structures which enable the student to perform these skills accurately and effectively. While beginning classes place more emphasis on receptive skills (understanding what you hear and read), intermediate Spanish places increased emphasis on the productive skills of written and spoken expression. On-going emphasis on the cultural context of language will also expand the students' knowledge of Hispanic culture.",LS 2113 - Must be completed prior to taking this course.,"Spring Semester, Each Year","Main Campus, Off-Campus, Westminster Christian School, Cypress Community Christian Sc, Christian High School, Life Way Christian School, Legacy Christian Academy, Atlantic Shores Christian Scho, Prestonwood Christian Academy",0,0
LS-3153,Conversation in Spanish,3,"An upper intermediate-level conversation class which seeks to improve speaking skills including pronunciation. Since communication involves using correct grammar, it does come up at times, but is not a focal point. By the end of this course, students should be able to converse on a wide variety of subjects. They should also be able to read newspaper articles in Spanish for general understanding and have an idea of the major current events in the Hispanic world. Conversation in Spanish precedes Professional Spanish, the linchpin course that connects to the students' other majors or minors.",LS 2113 and LS 2123 - Must be completed prior to taking this course.,"Fall Semester, Each Year","Main Campus, Off-Campus",0,0
LS-3163,Professional Spanish,3,"This is an intermediate-level class designed for students who want to obtain better knowledge of the Spanish language in the work place. This course seeks to help students improve speaking and listening skills. Communication is paramount in this class. By the end of this course, students will be able to converse on a variety of subjects in the students' chosen profession. Class will be conducted and students are expected to speak in Spanish 100% of the time. A capstone project will be incorporated into this course as part of students' language, cultural, and personal experiences with Spanish language learning in their Spanish major or minor program.",LS 2113 and LS 2123 - Must be completed prior to taking this course.,"Spring Semester, Each Year","Main Campus, Off-Campus",0,0
LS-4113,Readings in Spanish I,3,"This course is a study of the civilization, culture, and history of Spanish-speaking America, with attention to the life, customs, philosophy, art, music, and general patterns of culture of the Spanish American people. We will discuss issues concerning the three greatest pre-Columbian civilizations (Mayans, Aztecs, and Incas) and the implications of Columbus' discovery of America for these ancient civilizations. Students will use a variety of resources, including assigned texts, television, print media, the Internet, and others. Class presentations are required. This class is taught in Spanish. Meets the Intercultural Engagement requirement of the Core Curriculum.",LS 2123 - Must be completed prior to taking this course.,"Fall Semester, Even Year","Main Campus, Online, Off-Campus",0,1
LS-4123,Readings in Spanish II,3,"The main objective of this course is to challenge students to analyze and reflect upon the evolution of Latin American literature, from its beginnings up to our present times. Students will become familiar with the diversity of Latin American literature through the study of selected short stories, poetry, and essays by Latin American writers such as Rubn Dario, Pablo Neruda, Gabriela Mistral, and others. A final creative work and presentation are required. This course is taught in Spanish. Meets The Arts and Humanities requirement of the Core Curriculum.","LS 2123 - Must be completed prior to taking this course., LS 4113 - Recommended prior to taking this course, but is not required.","Spring Semester, Odd Year","Main Campus, Online, Off-Campus",0,1
LSQ-3113,Com Dev & Internship,3,"Community Development is a unique and engaging field. The emphasis of this course is to introduce key community development concepts, why they are important, and how to achieve successful community development. A second goal of this course is to provide students with a set of tools to utilize in interacting with people in work, community, or educational settings. Community Development interventions in this course are understood as activities to facilitate, strengthen, or improve less-advantaged communities, empower their residents to define and participate in the development process, and interact in larger social, political, and economic systems on behalf of the community. This course starts from the basic assumption that community development is best characterized as complex. All course work, including readings and assignments, will be completed in Spanish. Available only as transfer credit from the Living and Learning in Quito Program.",LS 3153 and LS 3163 - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Off-Campus,0,0
LSQ-3123,Advanced Grammar and Conv,3,"This course is a 3-credit conversation and advanced grammar course. In order to increase fluency and grammar accuracy in Spanish, we will utilize student experience outside of the classroom as they interact with people and culture in Quito. Students will be assigned activities in all four language modalities: reading, writing, listening, and speaking. Assignments will be both formal and informal. We will review major grammar principles and build on those concepts to more advanced structures. Available only as transfer credit from the Living and Learning in Quito Program.",LS 3153 and LS 3163 - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Off-Campus,0,0
LSQ-3223,Advanced Grammar and Comp,3,"This course is a 3-credit advanced composition course. In order to increase fluency and grammar accuracy in Spanish, we will utilize experience outside of the classroom as they interact with people and culture in Quito. Students will be assigned activities in all four language modalities: reading, writing, listening, and speaking. Readings will be from different genres, which will then be the basis for composition tasks. Assignments will be both formal and informal. We will review major grammar principles and build on those concepts to more advanced structures in both speaking and writing. Available only as transfer credit from the Living and Learning in Quito Program.",LS 3153 and LS 3163 - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Off-Campus,0,0
LSQ-3353,Ecuadorian Voices,3,"This is an advanced level course that combines research, writing, and speaking (debates) through important and complex topics presented from an Ecuadorian perspective. This course will help you improve the historical and cultural knowledge of Ecuador. In addition, students will be encouraged to integrate their faith and their biblical knowledge when dealing with these topics. Available only as transfer credit from the Living and Learning in Quito Program.",LS 3153 and LS 3163 - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Off-Campus,0,0
LSQ-3513,"History, Art, and Culture",3,"Ecuador has a wide historical, cultural, and natural diversity which brings both opportunities and challenges for the development of a nation. This course will focus on helping students to understand and interpret the following topics: 1) History of Native groups (Before and after colonization); 2) History of the cultural beliefs of these groups in relation to Ecuador, especially the issues concerning oral tradition; 3) History of Ecuadorian art: style, form, and expression; 4) Social structure and political representatives in Ecuador; 5) History of the Evangelical missionary movement in Ecuador. Available only as transfer credit from the Living and Learning in Quito Program.",LS 3153 and LS 3163 - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Off-Campus,0,0
LSQ-4323,Latin Amer Lit & Culture,3,"This course deals with the general literary and cultural aspects of Latin America. Five Latin American literature authors have been awarded with the Nobel Prize for Literature. This course will focus on the study of those authors and their most representative works. In addition, the study of advanced grammar will also be a focus of this course. Students will be exposed to idiomatic expressions and other cultural variations of the language of Ecuador. Available only as transfer credit from the Living and Learning in Quito Program.",LS 3153 and LS 3163 - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Off-Campus,0,0
LSS-3044,Spanish Short Story,4,"In-depth study of the Spanish language through a selection of writings by three contemporary Spanish storytellers: Miguel de Unamuno; Leopoldo Alas, ""Clarin""; and Ignacio Aldecoa. Available only as transfer credit from the Seville Study Program through Trinity Christian College.",None,"Fall and Spring, Each Year",Off-Campus,0,0
LSS-3064,History of Spanish Art,4,"Covers significant elements of Spanish art: Islamic, Romanesque, Gothic, Baroque, Modern and 20th Century. Includes paintings by Murillo, Velzquez, Picasso, and Dal. Videos, slides, and field trips supplement classroom instruction. Available only as transfer credit from the Seville Study Program through Trinity Christian College. An additional fee may be associated with this course.",None,"Fall and Spring, Each Year",Off-Campus,0,0
LSS-3114,Spanish History & Civilization,4,"Synthesis of the political, socio-economic, and cultural history of Spain from prehistoric origins through Imperial Spain, including the 19th century. Available only as transfer credit from the Seville Study Program through Trinity Christian College.",None,"Fall and Spring, Each Year",Off-Campus,0,0
LSS-3514,Adv Spanish Grammar/Comp,4,Grammatical structures and specific vocabulary used in a series of composition and conversation themes. Available only as transfer credit from the Seville Study Program through Trinity Christian College.,None,"Fall and Spring, Each Year",Off-Campus,0,0
LSS-3554,Spanish Literature I,4,"Introductory studies of the history of Spanish literature. Literature I - reviews in theory and practice of the most representative passages of the key works of the Middle Ages, Renaissance, and Golden Age (the 11th through 17th centuries). Literature II - reviews in theory and practice of significant passages of the key works of the 18th, 19th, and 20th centuries. Available only as transfer credit from the Seville Study Program through Trinity Christian College. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Fall Semester, Each Year",Off-Campus,0,1
LSS-3564,Spanish Literature II,4,"Introductory studies of the history of Spanish literature. Literature I - reviews in theory and practice of the most representative passages of the key works of the Middle Ages, Renaissance, and Golden Age (the 11th through 17th centuries). Literature II - reviews in theory and practice of significant passages of the key works of the 18th, 19th, and 20th centuries. Available only as transfer credit from the Seville Study Program through Trinity Christian College. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Spring Semester, Each Year",Off-Campus,0,1
LSS-4611,Selected Topics,1,In-depth study of a topic of particular interest. Available only as transfer credit from the Seville Study Program through Trinity Christian College.,Junior standing - Must be completed prior to taking this course.,Upon Sufficient Request,Off-Campus,0,0
LSS-4612,Selected Topics,2,In-depth study of a topic of particular interest. Available only as transfer credit from the Seville Study Program through Trinity Christian College.,Junior standing - Must be completed prior to taking this course.,Upon Sufficient Request,Off-Campus,0,0
LSS-4613,Selected Topics,3,In-depth study of a topic of particular interest. Available only as transfer credit from the Seville Study Program through Trinity Christian College.,Junior standing - Must be completed prior to taking this course.,Upon Sufficient Request,Off-Campus,0,0
LSS-4614,Selected Topics,4,In-depth study of a topic of particular interest. Available only as transfer credit from the Seville Study Program through Trinity Christian College.,Junior standing - Must be completed prior to taking this course.,Upon Sufficient Request,Off-Campus,0,0
ME-1970,Engineering CAD,0,"The concepts and application of solid-modeling, based on SolidWorks Computer-Aided Design (CAD) software suite, are introduced in this course. These include sketches, parts modeling, assembly of parts, and drawing documentation. An additional fee may be associated with this course.",EN 1112 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,0
ME-2221,Thermodynamics Lab,1,A study of the laws of classical thermodynamics with a brief introduction to compressible flow. Energy conservation in closed and flowing systems. Application to power and refrigeration cycles. One two-hour laboratory per week. This lab must be taken with ME 2222. An additional fee may be associated with this course. Same as PHY 2411.,"EN 1221 and EN 1222 - Must be completed prior to taking this course., ME 2222 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
ME-2222,Thermodynamics,2,A study of the laws of classical thermodynamics with a brief introduction to compressible flow. Energy conservation in closed and flowing systems. Application to power and refrigeration cycles. Two hours lecture-discussion per week. This lecture must be taken with ME 2221. Same as PHY 2412.,"EN 1221 and EN 1222 - Must be completed prior to taking this course., # take me-2221 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
ME-2311,Statics/Strength Materials Lab,1,"A design sequence from applied loads to a selection of optimum material, shape, and size for the elements in structures or machines. Forces are resolved in static equilibrium, then elastic or plastic stress analysis is used to assure adequate strength and deflection. Two hours lecture-discussion and one two-hour laboratory per week. An additional fee may be associated with this course.",None,"","",0,0
ME-2312,Statics/Strength of Materials,2,"A design sequence from applied loads to a selection of optimum material, shape, and size for the elements in structures or machines. Forces are resolved in static equilibrium, then elastic or plastic stress analysis is used to assure adequate strength and deflection. Two hours lecture-discussion and one two-hour laboratory per week.",None,"","",0,0
ME-2453,Engineering Statics,3,"Engineering applications of equilibrium and resultants of force systems in a plane and in space; includes analysis of frames, friction, distributed loads, centroids, and moments of inertia. An additional fee may be associated with this course.",EN 1221 and EN 1222; PHY 2211 and PHY 2213 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,0
ME-2561,Engineering Mat's Science Lab,1,"A microscopic study of engineering materials, with emphasis on acquiring basic knowledge of microstructure and processes that relate to properties and performance of engineering materials, including metals, polymers, and ceramics. The interactive relationship between structure, properties, and processing of materials will be emphasized. Laboratory experiences emphasize materials testing and technical writing. One two-hour laboratory per week. This lab must be taken with ME 2562. An additional fee may be associated with this course.","CHM 1123 and EN 1222 - Must be completed prior to taking this course., ME 2562 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
ME-2562,Engineering Materials Science,2,"A microscopic study of engineering materials, with emphasis on acquiring basic knowledge of microstructure and processes that relate to properties and performance of engineering materials, including metals, polymers and ceramics. The interactive relationship between structure, properties, and processing of materials will be emphasized. Two hours lecture-discussion per week. This lecture must be taken with ME 2561.","CHM 1123 and EN 1222 - Must be completed prior to taking this course., ME 2561 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
ME-3001,Selected Topics Lab,1,"A study of a special area of mechanical engineering such as fluid-induced vibrations, fluidics, rotating machinery, thermal energy converters, viscoelastic materials, or quality control. May be repeated for credit when content differs. May also be used as an independent study. An additional fee may be associated with this course.",None,"","",0,0
ME-3123,Dynamics,3,"Course develops vector analysis of the kinematics and kinetics of particles and rigid bodies using the concepts of Newton's laws, differential and integral calculus, vectors, coordinate systems, work, energy, impulse and momentum. Course develops problem solving sills using analytic, numerical and computer aided solution methods. Three hours lecture-discussion per week.",ME 2313 or ME 2453 - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,0
ME-3133,Machine Design,3,"Practical application of kinematics, materials mechanics, and mechanical processes to the design of machines and machine elements. Static and dynamic load analysis, stress analysis, material selection, and failure analysis are explored. Three hours discussion-design per week. An additional fee may be associated with this course.",ME 2561 and ME 2562; ME 3123; ME 3311 and ME 3312 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,0
ME-3153,Turbine Power Generation,3,"An exploration of the technologies and design of various turbine power plants. A brief study of gas, nuclear, and renewable energy systems. Three hours lecture-discussion per week. An additional fee may be associated with this course.",ME 2221 and ME 2222 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Even Year",Main Campus,0,0
ME-3311,Mechanics of Materials Lab,1,"A study of the mechanics of deformable bodies. Stress and deformation of members in tension, compression, torsion, and bending, and the design of these members. One two-hour laboratory per week. This lab must be taken with ME 3312. An additional fee may be associated with this course.","ME 2453 - Must be completed prior to taking this course., ME 3312 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
ME-3312,Mechanics of Materials,2,"A study of the mechanics of deformable bodies. Stress and deformation of members in tension, compression, torsion, and bending, and the design of these members. Two hours lecture-discussion per week. This lecture must be taken with ME 3311.","ME 2453 - Must be completed prior to taking this course., ME 3311 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
ME-3341,Fluid Mechanics Lab,1,"A deep dive into the fundamental principles and practical applications of fluids (liquids and gases) utilizing the conservation of mass, momentum, and energy. Through a blend of theoretical concepts, real-world examples, computational simulations, and hands-on experiments, students will develop a strong foundation in fluid mechanics and its crucial role in various industries. One two-hour laboratory period per week. This lab must be taken with ME 3342. An additional fee may be associated with this course.","EN 1222, MTH 2113 and MTH 2123; or ME 2113 and MTH 2123 - Must be completed prior to taking this course., ME 3342 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
ME-3342,Fluid Mechanics,2,"A deep dive into the fundamental principles and practical applications of fluids (liquids and gases) utilizing the conservation of mass, momentum, and energy. Through a blend of theoretical concepts, real-world examples, computational simulations, and hands-on experiments, students will develop a strong foundation in fluid mechanics and its crucial role in various industries. Two hours lecture-discussion per week. This lecture must be taken with ME 3341.","EN 1222, MTH 2113, and MTH 2123; or ME 2113 and MTH 2123 - Must be completed prior to taking this course., ME 3341 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
ME-3501,Selected Topics,1,"A study of a special area of mechanical engineering such as fluid-induced vibrations, fluidics, rotating machinery, thermal energy converters, viscoelastic materials, or quality control. May be repeated for credit when content differs. May also be used as an independent study. An additional fee may be associated with this course.",TBD according to Topic - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
ME-3502,Selected Topics,2,"A study of a special area of mechanical engineering such as fluid-induced vibrations, fluidics, rotating machinery, thermal energy converters, viscoelastic materials, or quality control. May be repeated for credit when content differs. May also be used as an independent study. An additional fee may be associated with this course.",TBD according to Topic - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
ME-3503,Selected Topics,3,"A study of a special area of mechanical engineering such as fluid-induced vibrations, fluidics, rotating machinery, thermal energy converters, viscoelastic materials, or quality control. May be repeated for credit when content differs. May also be used as an independent study. An additional fee may be associated with this course.",TBD according to Topic - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
ME-3603,Introduction to Flight,3,A study of the history and basics of aircraft flight. Students will examine how humans harnessed the principles of thermal sciences to fly faster and higher. The course begins with the origins of modern-day flight and weaves through the fundamental concepts of aerodynamics. Includes a design project and literature review. Three hours lecture-discussion per week. An additional fee may be associated with this course.,ME 3341 and ME 3342 - Must be completed prior to taking this course.,"Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
ME-4213,Heat Transfer,3,"A study of energy movement due to temperature differences via the mechanisms of conduction, convection, and radiation. Includes a class design project. Three hours lecture-discussion per week.",ME 3342 - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,0
MGT-2173,Principles of Management,3,"A study of basic principles of leadership and management from historical and contemporary perspectives. Topics include a discussion of the theories, concepts, interrelationships, moral dimensions, character, functions, and skills required to lead and manage in today's organizations.",None,"Main Campus, Fall and Spring, Each Year, Online, Fall A, Summer B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,0
MKT-2143,Principles of Marketing,3,"A study of the marketing process for identifying a need and selecting target markets; developing a product to satisfy the need; and the distribution, promotion, and pricing of the product.",None,"Main Campus, Fall and Spring, Each Year, Online, Fall B, Summer A, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,0
