course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
CM-1212,Intro Construction Mgmt,2,"A comprehensive study of the roles and responsibilities of the professional construction manager. Includes a survey of the various construction industry sectors (residential, commercial, industrial, highway, etc.) and other professionals involved in the built environment (architects, engineers, owners, trades, etc.). Also includes orientation to work on a construction site. The student is responsible to secure summer employment in construction with assistance from the instructor. Taken prior to CM 2440. Two hour lecture-discussion period per week.",None,"Fall Semester, Each Year",Main Campus,0,0
CM-1223,Graphic Communication Skills,3,"The study and practice of communicating ideas through manual and digital means. Emphases include the development of communication through construction documents, an introduction to construction assemblies and an overview of three-dimensional model based design, and construction documentation. Two three-hour laboratory periods per week.",CM 1223L - Must be taken at the same time as this course.,"Spring Semester, Each Year",Main Campus,0,0
CM-1231,Construction Techniques II,1,Instruction in and application of basic construction techniques by involvement in an actual construction project. Basic instruction in arc welding and concrete block laying is included. One hour lecture-discussion per week. This lecture must be taken with CM 1021.,CM 1021 - Must be taken at the same time as this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-2211,Construction Methods I Lab,1,"A study of the assemblies, methods, sequences, and equipment used in constructing residential projects. The use of the International Residential Code and local jurisdiction ordinances and their effect on both the site and building construction is included. One two-hour laboratory period per week. This lab must be taken with CM 2212.",CM 2212 - Must be taken at the same time as this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,0
CM-2212,Construction Methods I,2,"A study of the assemblies, methods, sequences, and equipment used in constructing residential projects. The use of the International Residential Code and local jurisdiction ordinances and their effect on both the site and building construction is included. Two hours lecture-discussion per week. This lecture must be taken with CM 2211.",CM 2211 - Must be taken at the same time as this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,0
CM-2221,Construction Methods II Lab,1,"A study of the assemblies, methods, sequences, and equipment used in commercial construction projects. An emphasis on the planning and managing of the commercial construction process is included. One two-hour laboratory period per week. This lab must be taken with CM 2222. An additional fee may be associated with this course.","CM 2211 and CM 2212 - Must be completed prior to taking this course., CM 2222 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-2222,Construction Methods II,2,"A study of the assemblies, methods, sequences, and equipment used in commercial construction projects. An emphasis on the planning and managing of the commercial construction process is included. Two hours lecture-discussion per week. This lecture must be taken with CM 2221.","CM 2211 and CM 2212 - Must be completed prior to taking this course., CM 2221 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-2322,Statics and Strength for Tech,2,A study of forces on statically determinate rigid bodies at rest including analysis of determinate trusses. An introduction to stress and strain in beams and columns is included. Two hours lecture-discussion per week. An additional fee may be associated with this course.,MTH 1122 or equivalent - Must be completed prior to taking this course.,"Fall Semester, Each Year",Main Campus,0,0
CM-2440,Construction Internship,0,Ten weeks (a minimum of 400 hours) of construction work with prior approval of the major advisor. A written report of activities is required. This course can be completed during the summer months.,CM 1212 - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
CM-2511,Surveying,1,A study of the fundamentals of measuring techniques as they relate to leveling and construction layout. Emphasis is given to the care and use of optical and electronic instruments. Thirty laboratory hours per semester. An additional fee may be associated with this course.,MTH 1122 - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,0
CM-3132,Structural Sys for Bldngs,2,"A study of the design of steel structural elements typically found in buildings and a consideration of steel erection procedures. Also, the study of the design and control of concrete mixtures, the design of simple reinforced concrete structural elements, and the study of basic temporary structures (shoring, scaffolding, form-work) that will be encountered on typical construction projects. Two hours lecture-discussion per week. This lecture must be taken with CM 3231.","CM-2322 - Must be completed prior to taking this course., CM 3231 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-3213,Construction Safety & Quality,3,A study of safety and quality control as it relates to construction management. An emphasis on the financial impact of safety and quality management is included. Also included is instruction adequate to earn the Concrete Field Testing Technician Grade 1 Certification. Three hours lecture-discussion per week. An additional fee may be associated with this course.,CM 2211 and CM 2212; CM 2221 and CM 2222 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-3231,Structural Sys for Bldngs Lab,1,"A study of the design of steel structural elements typically found in buildings and a consideration of steel erection procedures. Also, the study of the design and control of concrete mixtures, the design of simple reinforced concrete structural elements, and the study of basic temporary structures (shoring, scaffolding, form-work) that will be encountered on typical construction projects. One two-hour laboratory period per week. This lab must be taken with CM 3132. An additional fee may be associated with this course.","CM 2322 - Must be completed prior to taking this course., CM 3132 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-3411,Estimating I Lab,1,An introduction to construction estimating and bid preparation with an emphasis on quantity takeoff. Residential and light commercial projects are emphasized with integration of construction accounting. One two-hour laboratory period per week. This lab must be taken with CM 3412. An additional fee may be associated with this course.,"CM 2222 - Must be completed prior to taking this course., CM 3412 - Must be taken at the same time as this course.","Main Campus, All Sessions, Each Year",Main Campus,0,0
CM-3412,Estimating I,2,An introduction to construction estimating and bid preparation with an emphasis on quantity takeoff. Residential and light commercial projects are emphasized with integration of construction accounting. Two hours lecture-discussion per week. This lecture must be taken with CM 3411.,"CM 2222 - Must be completed prior to taking this course., CM 3411 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
CM-3421,Estimating II Lab,1,"A detailed study and application of pricing, subcontract evaluation, and bidding techniques using blueprints and specifications. Projects include several commercial building projects. An introduction to construction financing is included. One two-hour laboratory per week. This lab must be taken with CM 3422. An additional fee may be associated with this course.","CM 3411 and CM 3412 - Must be completed prior to taking this course., CM 3422 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-3422,Estimating II,2,"A detailed study and application of pricing, subcontract evaluation, and bidding techniques using blueprints and specifications. Projects include several commercial building projects. An introduction to construction financing is included. Two hours lecture-discussion per week. This lecture must be taken with CM 3421.","CM 3411 and CM 3412 - Must be completed prior to taking this course., CM 3421 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-3423,Estimating II,3,"A detailed study and application of pricing, subcontract evaluation, and bidding techniques using blueprints and specifications. Projects include several commercial building projects. An introduction to construction financing is included. Two hours lecture-discussion and one two-hour laboratory per week. An additional fee may be associated with this course","CM 3413 - Must be completed prior to taking this course., CM 3423L - Must be taken at the same time as this course.","Spring Semester, Each Year",Main Campus,0,0
CM-3501,Selected Topics,1,"Study of a specific area of the construction industry, such as work methods or equipment selection. May be used for independent study. May be repeated for credit when content differs.",None,Upon Sufficient Request,Main Campus,0,0
CM-3502,Selected Topics,2,"Study of a specific area of the construction industry, such as work methods or equipment selection. May be used for independent study. May be repeated for credit when content differs.",None,Upon Sufficient Request,Main Campus,0,0
CM-3503,Selected Topics,3,"Study of a specific area of the construction industry, such as work methods or equipment selection. May be used for independent study. May be repeated for credit when content differs.",None,Upon Sufficient Request,Main Campus,0,0
CM-3613,Architectural Design,3,"The design, development, and presentation of an architectural program for a residence. Introduction to design principles and their influence in the development of a project is addressed. The architect, contractor and owner working relationships are emphasized. Two three-hour laboratory periods per week.","CM 1223 and CM 2212 - Must be completed prior to taking this course., Junior standing - Must be completed prior to taking this course.","Fall Semester, Each Year",Main Campus,0,0
CM-3723,VDC/BIM Vrtl Dsgn,3,An introduction to the application of Virtual Design and Construction (VDC) also known as Building Information Modeling (BIM) as it relates to managing construction projects. Software experience with 4D CAD and clash detection will be explored. Course includes a semester project and presentation. An additional fee may be associated with this course.,CM 3613 and junior standing - Must be completed prior to taking this course.,"Spring Semester, Each Year",Main Campus,0,0
CM-4000,A.C.E. Exam,0,A.C.E. Exam requirement met; not available for enrollment.,None,"","",0,0
CM-4323,Construction Contracting,3,"A study of the management aspects of the construction industry including firm organization, roles and responsibilities, contracts, specifications, bonding and insurance, labor relations, and labor law. Ethical issues relevant to construction are discussed. Three hours lecture-discussion per week.",Senior standing - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,0
CM-4601,Mech/Elec Sys for Building Lab,1,"A study of mechanical (HVAC), electrical, and plumbing (sanitary and supply) systems of residential and commercial buildings. Includes discussion of system concepts, components, materials, and sizing. Also includes introduction to LEED. One two-hour laboratory per week. This lab must be taken with CM 4603. An additional fee may be associated with this course.","CM 2221 and CM 2222; PHY 1111 and PHY 1113 - Must be completed prior to taking this course., CM 4603 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-4603,Mech/Elec Sys for Building,3,"A study of mechanical (HVAC), electrical, and plumbing (sanitary and supply) systems of residential and commercial buildings. Includes discussion of system concepts, components, materials, and sizing. Also includes introduction to LEED. Three hours lecture-discussion per week. Must be taken with CM 4601.","CM 2221 and CM 2222; PHY 1111 and PHY 1113 - Must be completed prior to taking this course., CM 4601 - Must be taken at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-4611,Constr Proj Plan & Schdlng Lab,1,A study of construction project management systems with emphasis on project planning and scheduling. Critical path schedules are developed using Primavera and Microsoft software. One two-hour laboratory per week. This lab must be taken with CM 4612.,"Senior standing - Must be completed prior to taking this course., CM 3422 - Must be completed prior to taking this course., CM 4612 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
CM-4612,Constr Proj Planning & Schdlng,2,A study of construction project management systems with emphasis on project planning and scheduling. Critical path schedules are developed using Primavera and Microsoft software. Two hours lecture-discussion per week. This lecture must be taken with CM 4611.,"Senior standing - Must be completed prior to taking this course., CM 3422 - Must be completed prior to taking this course., CM 4611 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
CM-4711,Construction Management I,1,"A capstone experience involving application of management techniques on an actual construction project. Planning, estimating, procurement, project execution, supervision of CM 1101/CM 1011 students, and coordinating subcontractors is included. One, one-hour planning session per week. This course must be taken with CM 4712.","Senior standing - Must be completed prior to taking this course., CM-4712 - Must be taken at the same time as this course., CM 3412 and CM 3723 - Must be taken either prior to or at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
CM-4712,Construction Management I Lab,2,"A capstone experience involving application of management techniques on an actual construction project. Planning, estimating, procurement, project execution, supervision of CM 1101/CM 1011 students, and coordinating subcontractors is included. Two, four-hour laboratories per week. This lab must be taken with CM 4711.","Senior standing - Must be completed prior to taking this course., CM-4711 - Must be taken at the same time as this course., CM 3412 and CM 3723 - Must be taken either prior to or at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
CM-4721,Construction Management II,1,"A capstone experience involving application of management techniques on an actual construction project. Planning, estimating, procurement, project execution, supervision of CM 1021/CM 1231 students, and coordinating subcontractors is included. One, one-hour planning session per week. This course must be taken with CM 4722.","Senior standing - Must be completed prior to taking this course., CM-4722 - Must be taken at the same time as this course., CM-3411, CM-3412, and CM-3723 - Must be taken either prior to or at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-4722,Construction Management II Lab,2,"A capstone experience involving application of management techniques on an actual construction project. Planning, estimating, procurement, project execution, supervision of CM 1021/CM 1231 students, and coordinating subcontractors is included. Two, four-hour laboratories per week. Must be taken with CM 4721.","Senior standing - Must be completed prior to taking this course., CM-4721 - Must be taken at the same time as this course., CM-3411, CM-3412, and CM-3723 - Must be taken either prior to or at the same time as this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
CM-4723,Construction Management II,3,"A capstone experience involving application of management techniques on an actual construction project. Planning, estimating, procurement, project execution, supervision of CM 1122 students, and coordinating subcontractors is included. One 1-hour planning session and two four-hour laboratories per week.","Senior standing - Must be completed prior to taking this course., CM 4723L - Must be taken at the same time as this course., CM 3413 and CM 3723 - Must be taken either prior to or at the same time as this course.","Spring Semester, Each Year",Main Campus,0,0
CM-4811,Professional Certification,1,"A review of professional construction management processes, concepts, principles, and skills to prepare students for a national certification exam. One hour lecture-discussion per week. An additional fee may be associated with this course.",CM 3421 and CM 3422; CM 4323; CM 4611 and CM 4612 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,0
CMF-2153,Interpersonal Peacemaking,3,"A theoretical and Christ-centered theological exploration of conflict and peace, with practical examination of peacemaking strategies for effective interpersonal conflict resolution. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Each Year",Main Campus,0,1
CMF-2213,Christian Ldr and Service,3,"This course explores the image of leadership that Jesus taught and demonstrated to his followers as an alternative to the default view of leadership which views leadership through the lenses of power, control, and certainty.",None,"Spring Semester, Each Year","Main Campus, Off-Campus",0,0
CMF-2263,Discipleship and Evangelism,3,"A consideration of the biblical and practical application of discipleship and evangelism. The social, cultural, community and ontological ramifications of discipleship and evangelism are considered, as well as a critique of current issues, worldview and the needs of the 21st-century world.","BBL 1013 or BBL 1083, and BBL 1023 or BBL 1093 - Must be completed prior to taking this course.","Fall Semester, Each Year",Main Campus,0,0
CMF-2353,Social Conflict Transformation,3,"An integrative exploration of inter-group and/or social conflict, with practical examination of non-violent social change strategies and peacemaking practices of negotiation, facilitated dialogue, mediation, storytelling, and restorative community conferencing. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Fall Semester, Even Year",Main Campus,0,1
CMF-3223,Preaching and Teaching,3,"A foundational course to provide hermeneutical, exegetical, and practical tools for preaching, teaching, and presenting the Christian message in a variety of contexts.",None,"Main Campus, Fall Semester, Even Year",Main Campus,0,0
CMF-3273,Ministry to Children,3,"An integrated examination of child, development, theological and historical perspectives on children, evangelism and discipleship of children, and holistic care and local advocacy for children. God's justice, mercy and grace towards children, and the role of children in human society and the kingdom of God will also be explored. As part of this course, service learning hours will be required.",None,"Spring Semester, Odd Year",Main Campus,0,0
CMF-3313,Ministry to Youth,3,"A study of the basic principles of effective youth ministry. The class focuses on formulating theological, theoretical and practical models for doing youth ministry, whether in a local church or para-church setting. As part of this course, service learning hours will be required.",None,"Spring Semester, Even Year",Main Campus,0,0
CMF-3453,Global Peacebuilding,3,"An integrative case-study exploration of interstate conflict, violence, and war, with practical examination of strategies for international peace enforcement, peacekeeping, peacemaking, and post-conflict reconstructive peacebuilding. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Even Year",Main Campus,0,1
CMF-4183,Cross-Cultural Ministry,3,"An overview of the layers of human culture and cultural value dimensions, with specific analysis of major world religious belief systems, and practical exploration of critically contextualized strategies for cross-cultural and intercultural evangelism, discipleship, and ministry.",None,"Main Campus, Fall Semester, Odd Year",Main Campus,0,0
CMF-4263,Transformation Small Groups,3,"An integrative and practical exploration of how to empower progressive Christ-like development in care for others. Special emphasis is placed on the use of spiritual disciplines, experiential education, and Bible studies in a small group setting.",None,"Main Campus, Spring Semester, Odd Year",Main Campus,0,0
CMF-4463,Church Ministry Leadership,3,"A theological exploration of the mission of God (missio Dei), and the mission of the universal and local church, with specific examination of practical strategies for cultivating and leading healthy churches through revitalization and/or church planting. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Even Year",Main Campus,0,1
CMF-4473,Biblical Counseling,3,"An integrative exploration of the reciprocating self, the fragmented self, and the process of healing and wholeness, with specific examination of the biblical counseling approach for problem/solution-focused Christian counseling. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Fall Semester, Odd Year",Main Campus,0,1
CMF-4481,Selected Topics,1,Topics are chosen from specific areas of Christian Ministries. The student may also do an independent study and research under the supervision of the instructor.,None,Upon Sufficient Request,Main Campus,0,0
CMF-4482,Selected Topics,2,Topics are chosen from some areas of Christian Ministries. The student may also do an independent study and research under the supervision of the instructor.,None,Upon Sufficient Request,Main Campus,0,0
CMF-4483,Selected Topics,3,Topics are chosen from some areas of Christian Ministries. The student may also do an independent study and research under the supervision of the instructor.,None,Upon Sufficient Request,Main Campus,0,0
CMF-4610,Internship in CMF,0,"Experiential learning involving field experience in an approved and supervised local or international ministry context. Prior to starting the internship, an internship learning agreement must be completed by the student and turned in to the CMF Program Director for approval. This course is a graduation requirement for all Christian Ministry and Formation majors and is only available to those students who are majoring in the Christian Ministry and Formation degree. Graded 'S' or 'U'.",Junior standing - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
CNL-5200,Professional Development Plan,0,Not available for enrollment. Professional Development Plan completed.,None,"","",0,0
CNL-7013,Statistics & Research,3,The study of statistics and basic research approaches related to solving applied research questions in the field of counseling and psychology. The course examines and critiques research studies seminal to understanding human behavior and evidence-based counseling approaches.,None,"Little Rock, Summer, Each Year, Main Campus, Spring and Summer, Each Year, NWACC Washington County, Spring and Summer, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, NWACC Washington County, Little Rock, Online",0,0
CNL-7033,Social & Cultural Fdns,3,"The study of social, cultural, ethnic, racial, spiritual, and gender issues in counseling. The course examines the impact of special issues (e.g., cultural differences, sexism, gender roles, ethnicity, race, discrimination, socioeconomic status, and social and multi-cultural trends) on individuals, couples, families, and communities.",None,"Little Rock, Spring Semester, Each Year, Main Campus, Fall and Spring, Each Year, NWACC Washington County, Fall and Spring, Each Year","Main Campus, NWACC Washington County, Little Rock",0,0
CNL-7043,Human Growth/Lifespan Devel,3,"The study of cultural, biological, psychological, spiritual, and social/emotional theories of lifespan development. The course examines and applies developmental research and theory to mental health counseling and family therapy, including the impact of gender, sexual, and spiritual development on psychosocial functioning.",None,"Fall, Spring, and Summer, Each Year",Online,0,0
CNL-7123,Group Counseling,3,"The study and application of group counseling theories, processes, dynamics, and techniques. The course promotes trainee self-awareness, counselor identity, and skill competency development related to effectively facilitating therapeutic group experiences.",CNL 7413 - Must be completed prior to taking this course.,"Little Rock, Spring and Summer, Each Year, Main Campus, Fall, Spring, and Summer, Each Year","Main Campus, Little Rock",0,0
CNL-7133,Counseling Theories,3,The study of major counseling and psychological theories and their associated philosophical influences. The course examines the therapeutic implications of these theories across diverse mental health settings and contexts.,None,"Little Rock, Fall Semester, Each Year, Main Campus, Fall and Spring, Each Year, NWACC Washington County, Fall and Spring, Each Year","Main Campus, Little Rock, NWACC Washington County",0,0
CNL-7323,Career Counseling,3,"The study and application of career development theories and techniques across diverse settings. The course examines the unique vocational and mental health needs related to child, adolescent, and adult learners, with particular attention on assessing and treating these issues in college and school-based counseling contexts.",None,"Fall, Spring, and Summer, Each Year",Online,0,0
CNL-7353,Intro to Play Therapy,3,"This course will cover the history, prominent theories, and research support for play therapy, as well as current trends and practices in play therapy. Fundamental play therapy skills will be covered, with a strong emphasis on child-centered play therapy. Implementation of play therapy within a family systems orientation will be a component of the course. Students who successfully complete the course will have sufficient knowledge to begin providing supervised play therapy.",CNL 7133 - Must be completed prior to taking this course.,"Little Rock, Spring Semester, Even Year, Main Campus, Fall Semester, Each Year","Little Rock, Main Campus",0,0
CNL-7413,Counseling Skills,3,"The study and application of foundational counseling skills and techniques. The course promotes trainee self-awareness, counselor identity, and skill competency development related to effectively facilitating helping relationships.",None,"Little Rock, Fall and Spring, Each Year, Main Campus, Fall, Spring, and Summer, Each Year","Main Campus, Little Rock",0,0
CNL-7523,Intro to Cnsl/Prof Devel,3,"The study of the counseling profession and counselor identity development. The course examines the diverse roles, functions, and contexts counselors serve while preparing trainees for academic, clinical, and dispositional effectiveness through counselor identity development activities.",None,"Little Rock, Fall and Spring, Each Year, Main Campus, Fall, Spring, and Summer, Each Year, NWACC Washington County, Fall, Spring, and Summer, Each Year","Main Campus, Little Rock, NWACC Washington County",0,0
CNL-7533,Foundations of MCFC,3,"The study of major theories and principles of marital, couples, and family counseling. The course introduces and examines the therapeutic implications of working with clients and systems across diverse marital, couple, and family contexts.",None,"Little Rock, Summer, Each Year, Main Campus, Fall and Summer, Each Year, NWACC Washington County, Fall and Summer, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Little Rock, NWACC Washington County, Online",0,0
CNL-8053,Crisis/Trauma Counseling,3,"The study of crisis and trauma counseling theory and practice. The course examines relevant and evidenced-based counseling approaches to assessing, triaging, and treating crises and traumas with individuals, couples, families, and communities.",None,"Little Rock, Fall Semester, Each Year, Main Campus, Fall and Spring, Each Year, NWACC Washington County, Fall and Spring, Each Year","Main Campus, Little Rock, NWACC Washington County",0,0
CNL-8073,Psychopathology & Diagnosis,3,"The study of diagnostic and treatment criteria for mental disorders, abnormal behavior, and personality issues. The course examines the major categories of mental disorders as delineated in the DSM with particular attention on diagnostic case conceptualization, treatment planning, intervention selection, and clinical documentation.",None,"Little Rock, Fall Semester, Each Year, Main Campus, Fall and Spring, Each Year, NWACC Washington County, Fall and Spring, Each Year","Main Campus, Little Rock, NWACC Washington County",0,0
CNL-8083,"Test, Assess, Appraisal in Cns",3,"The study of psychometric measurement, evaluation, assessment, and appraisal of issues related to mental health counseling and marriage, couples, and family therapy. The course examines diverse formal and informal assessments focused on achievement, aptitude, intelligence, interests, personality, relationships, premarital/marriage, and familial or organizational functioning.",None,"Fall, Spring, and Summer, Each Year",Online,0,0
CNL-8132,Psychopharmacology in Cnsl,2,"The study of neurological and physiological functioning and psychopharmacological treatment of mental disorders. The course examines psychotropic approaches to managing psychological, emotional, and behavioral issues and the correlation between medicinal management and counseling treatment.",CNL 8073 - Must be completed prior to taking this course.,"Fall, Spring, and Summer, Each Year",Online,0,0
CNL-8153,Addictions Counseling,3,"The study of physiological, psychological, and social effects of substance use, chemical dependency, and addictive behaviors. The course examines the etiology, diagnosis, and treatment of addictions and comorbid mental health issues from various theoretical perspectives with particular attention on examining evidence-based treatment strategies.",None,"Fall, Spring, and Summer, Each Year",Online,0,0
CNL-8213,Family Play Therapy,3,This advanced play therapy course focuses on concepts and skills for working with children and their families using an integration of play therapy and family systems approaches. The class will also focus on learning how to train parents/caregivers to be therapeutic agents in their children's lives through the utilization of filial therapy. Other play-based approaches aimed at improving parent-child relationships will also be reviewed. Students will also learn play-based activities that can be used for assessing and improving family relationships in conjoint family therapy sessions.,CNL 7353 - Must be completed prior to taking this course.,"Little Rock, Summer, Even Year, Main Campus, Spring Semester, Each Year, NWACC Washington County, Spring Semester, Each Year","Little Rock, Main Campus, NWACC Washington County",0,0
CNL-8221,Technology Assisted Cnsl,1,"The study of telemental health counseling and related competencies, ethical and legal standards, and best practices. This course examines varied technologies needed for effective telemental health delivery including HIPAA compliance, client screening, and emergency management planning.",None,"Fall, Spring, and Summer, Each Year",Online,0,0
CNL-8253,Spirit/Religious Values in Cns,3,"The study of spiritual and religious values and their impact on psychosocial functioning and counseling treatment. The course examines worldview development and tenets of spirituality and religiosity applied to counseling ethics, theories, and treatment approaches.",None,"Little Rock, Spring Semester, Each Year, Main Campus, Fall and Spring, Each Year, NWACC Washington County, Fall and Spring, Each Year","Main Campus, Little Rock, NWACC Washington County",0,0
CNL-8433,Prof Ethics/Legal Issues Cnsl,3,"The study of relevant and current ethical and legal codes or standards related to the practice of mental health counseling and marriage, couples, and family therapy. The course examines ethical decision making models, professional roles and functions, state licensure and certification requirements, and counseling liabilities and obligations as determined by the counseling profession.",None,"Little Rock, Summer, Each Year, Main Campus, Spring and Summer, Each Year, NWACC Washington County, Spring and Summer, Each Year","Main Campus, Little Rock, NWACC Washington County",0,0
CNL-8443,Adv Marriage/Couples Therapy,3,"The study and application of premarital, marital, and couples therapy models, assessments, techniques, and intervention strategies. This course builds upon an introductory overview of marriage and family therapy by promoting the integration of marital/couples theory, models/approaches, and advanced marital/couples skills in practice.",CNL 7533 - Must be completed prior to taking this course.,"Little Rock, Fall Semester, Each Year, Main Campus, Spring Semester, Each Year, NWACC Washington County, Spring Semester, Each Year","Little Rock, Main Campus, NWACC Washington County",0,0
CNL-8453,Advanced Family Therapy,3,"The study and application of family therapy models, assessments, techniques, and intervention strategies. This course builds upon an introductory overview of marriage and family therapy by promoting the integration of family systems theory, family of origin education, and advanced family therapy skills in practice.",CNL 7533 - Must be completed prior to taking this course.,"Little Rock, Spring Semester, Each Year, Main Campus, Fall Semester, Each Year, NWACC Washington County, Fall Semester, Each Year","Little Rock, Main Campus, NWACC Washington County",0,0
CNL-8813,Practicum,3,"An entry-level supervised clinical experience designed for the development and application of introductory-level counseling skills, case management, and treatment when working with diverse populations.","CNL 7123, CNL 7133, CNL 7523, CNL 8053, CNL 8073, CNL 8221, CNL 8253, and CNL 8433 - Must be completed prior to taking this course.","Little Rock, Fall, Spring, and Summer, Each Year, Main Campus, Fall, Spring, and Summer, Each Year","Main Campus, Little Rock",0,0
CNL-8873,Internship 1,3,An advanced supervised clinical experience designed for the development of counseling competencies and dispositional traits necessary for ethical and professional practice.,CNL 8813 - Must be completed prior to taking this course.,"Little Rock, Fall, Spring, and Summer, Each Year, Main Campus, Fall, Spring, and Summer, Each Year","Main Campus, Little Rock",0,0
CNL-8883,Internship 2,3,An advanced supervised clinical experience designed for the development of counseling competencies and professional counselor identity.,CNL 8873 - Must be completed prior to taking this course.,"Little Rock, Fall, Spring, and Summer, Each Year, Main Campus, Fall, Spring, and Summer, Each Year","Main Campus, Little Rock",0,0
CNL-8900,Comprehensive Exam,0,"The comprehensive exam is an evaluation of student competency across foundational, counseling-related knowledge. Graded 'S' (Satisfactory) or 'U' (Unsatisfactory).",None,"Fall, Spring, and Summer, Each Year",Online,0,0
CNL-8901,Sel Top in Counseling,1,An intensive study of a selected area of counseling designed to meet the particular needs of pre-service and/or in-service counselors or administrators.,Instructor Consent Required - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
CNL-8902,Sel Top in Counseling,2,An intensive study of a selected area of counseling designed to meet the particular needs of pre-service and/or in-service counselors or administrators.,Instructor Consent Required - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
CNL-8903,Sel Top in Counseling,3,An intensive study of a selected area of counseling designed to meet the particular needs of pre-service and/or in-service counselors or administrators.,Instructor consent required - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
CNL-8911,Sel Top Play Therapy,1,An intensive study of a selected area of play therapy designed to meet the particular needs of pre-service and/or in-service counselors or administrators.,None,Upon Sufficient Request,Main Campus,0,0
CNL-8912,Sel Top Play Therapy,2,An intensive study of a selected area of play therapy designed to meet the particular needs of pre-service and/or in-service counselors or administrators.,None,Upon Sufficient Request,Main Campus,0,0
CNL-8913,Sel Topics in Play Therapy,3,An intensive study of a selected area of play therapy designed to meet the particular needs of pre-service and/or in-service counselors or administrators.,None,"Little Rock, Fall Semester, Even Year, Main Campus, Summer, Each Year","Little Rock, Main Campus",0,0
CNL-8943,MFT Field Experience 1,3,An advanced supervised clinical experience designed for the development of competencies in the specialty area of marriage and family therapy.,"CNL 8443, CNL 8453 and CNL 8883 - Must be completed prior to taking this course.","Little Rock, Fall, Spring, and Summer, Each Year, Main Campus, Fall, Spring, and Summer, Each Year","Main Campus, Little Rock",0,0
CNL-8953,MFT Field Experience 2,3,An advanced supervised clinical experience designed for the development of competencies in the specialty area of marriage and family therapy.,CNL 8943 - Must be completed prior to taking this course.,"Little Rock, Fall, Spring, and Summer, Each Year, Main Campus, Fall, Spring, and Summer, Each Year","Main Campus, Little Rock",0,0
CNL-8963,MFT Field Experience Extension,3,A supervised clinical experience designed to extend the development of competencies in the specialty area of marriage and family therapy.,None,"Little Rock, Fall, Spring, and Summer, Each Year, Main Campus, Fall, Spring, and Summer, Each Year","Main Campus, Little Rock",0,0
CNL-8983,Internship Extension,3,A supervised clinical experience designed to support the completion of counseling competencies and professional development.,None,"Little Rock, Fall, Spring, and Summer, Each Year, Main Campus, Fall, Spring, and Summer, Each Year","Main Campus, Little Rock",0,0
